mechanism,C,E0,tau,k,q_n,q_B,V_B,Delta_m,V_B_over_2Dm_B,V_B_vs_cal_pct,has_metastability
A3,19.2105,1.6944,1.50,0.00,,,,,,,False
A3,19.2105,1.6944,1.50,1.00,,,,,,,False
A3,19.2105,1.6944,2.00,0.00,,,,,,,False
A3,19.2105,1.6944,2.00,1.00,,,,,,,False
A3,19.2105,1.6944,2.50,0.00,,,,,,,False
A3,19.2105,1.6944,2.50,1.00,0.0110,,,,,,False
A3,19.2105,1.6944,3.00,0.00,,,,,,,False
A3,19.2105,1.6944,3.00,1.00,0.0133,,,,,,False
A3,19.2105,1.6944,3.50,0.00,,,,,,,False
A3,19.2105,1.6944,3.50,1.00,0.0156,,,,,,False
A3,19.2105,1.6944,4.00,0.00,,,,,,,False
A3,19.2105,1.6944,4.00,1.00,0.2465,0.2271,0.0001,0.4959,0.0001,-99.99,True
A3,19.2105,1.6944,4.50,0.00,,,,,,,False
A3,19.2105,1.6944,4.50,1.00,0.2756,0.1882,0.0147,0.3726,0.0057,-99.43,True
A3,19.2105,1.6944,5.00,0.00,,,,,,,False
A3,19.2105,1.6944,5.00,1.00,0.2868,0.1680,0.0405,0.2468,0.0157,-98.44,True
A3,21.5789,1.9033,0.50,0.00,,,,,,,False
A3,21.5789,1.9033,0.50,1.00,,,,,,,False
A3,21.5789,1.9033,1.00,0.00,,,,,,,False
A3,21.5789,1.9033,1.00,1.00,,,,,,,False
A3,21.5789,1.9033,1.50,0.00,,,,,,,False
A3,21.5789,1.9033,1.50,1.00,,,,,,,False
A3,21.5789,1.9033,2.00,0.00,,,,,,,False
A3,21.5789,1.9033,2.00,1.00,,,,,,,False
A3,21.5789,1.9033,2.50,0.00,,,,,,,False
A3,21.5789,1.9033,2.50,1.00,,,,,,,False
A3,21.5789,1.9033,3.00,0.00,,,,,,,False
A3,21.5789,1.9033,3.00,1.00,0.0118,,,,,,False
A3,21.5789,1.9033,3.50,0.00,,,,,,,False
A3,21.5789,1.9033,3.50,1.00,0.0138,,,,,,False
A3,21.5789,1.9033,4.00,0.00,,,,,,,False
A3,21.5789,1.9033,4.00,1.00,0.0159,,,,,,False
A3,21.5789,1.9033,4.50,0.00,,,,,,,False
A3,21.5789,1.9033,4.50,1.00,0.2476,0.2259,0.0002,0.5553,0.0001,-99.99,True
A3,21.5789,1.9033,5.00,0.00,,,,,,,False
A3,21.5789,1.9033,5.00,1.00,0.2741,0.1906,0.0143,0.4322,0.0055,-99.45,True
A3,23.9474,2.1122,0.50,0.00,,,,,,,False
A3,23.9474,2.1122,0.50,1.00,,,,,,,False
A3,23.9474,2.1122,1.00,0.00,,,,,,,False
A3,23.9474,2.1122,1.00,1.00,,,,,,,False
A3,23.9474,2.1122,1.50,0.00,,,,,,,False
A3,23.9474,2.1122,1.50,1.00,,,,,,,False
A3,23.9474,2.1122,2.00,0.00,,,,,,,False
A3,23.9474,2.1122,2.00,1.00,,,,,,,False
A3,23.9474,2.1122,2.50,0.00,,,,,,,False
A3,23.9474,2.1122,2.50,1.00,,,,,,,False
A3,23.9474,2.1122,3.00,0.00,,,,,,,False
A3,23.9474,2.1122,3.00,1.00,0.0106,,,,,,False
A3,23.9474,2.1122,3.50,0.00,,,,,,,False
A3,23.9474,2.1122,3.50,1.00,0.0124,,,,,,False
A3,23.9474,2.1122,4.00,0.00,,,,,,,False
A3,23.9474,2.1122,4.00,1.00,0.0142,,,,,,False
A3,23.9474,2.1122,4.50,0.00,,,,,,,False
A3,23.9474,2.1122,4.50,1.00,0.0161,,,,,,False
A3,23.9474,2.1122,5.00,0.00,,,,,,,False
A3,23.9474,2.1122,5.00,1.00,0.2484,0.2250,0.0003,0.6148,0.0001,-99.99,True
A3,26.3158,2.3211,0.50,0.00,,,,,,,False
A3,26.3158,2.3211,0.50,1.00,,,,,,,False
A3,26.3158,2.3211,1.00,0.00,,,,,,,False
A3,26.3158,2.3211,1.00,1.00,,,,,,,False
A3,26.3158,2.3211,1.50,0.00,,,,,,,False
A3,26.3158,2.3211,1.50,1.00,,,,,,,False
A3,26.3158,2.3211,2.00,0.00,,,,,,,False
A3,26.3158,2.3211,2.00,1.00,,,,,,,False
A3,26.3158,2.3211,2.50,0.00,,,,,,,False
A3,26.3158,2.3211,2.50,1.00,,,,,,,False
A3,26.3158,2.3211,3.00,0.00,,,,,,,False
A3,26.3158,2.3211,3.00,1.00,,,,,,,False
A3,26.3158,2.3211,3.50,0.00,,,,,,,False
A3,26.3158,2.3211,3.50,1.00,0.0112,,,,,,False
A3,26.3158,2.3211,4.00,0.00,,,,,,,False
A3,26.3158,2.3211,4.00,1.00,0.0129,,,,,,False
A3,26.3158,2.3211,4.50,0.00,,,,,,,False
A3,26.3158,2.3211,4.50,1.00,0.0146,,,,,,False
A3,26.3158,2.3211,5.00,0.00,,,,,,,False
A3,26.3158,2.3211,5.00,1.00,0.0163,,,,,,False
A3,28.6842,2.5299,0.50,0.00,,,,,,,False
A3,28.6842,2.5299,0.50,1.00,,,,,,,False
A3,28.6842,2.5299,1.00,0.00,,,,,,,False
A3,28.6842,2.5299,1.00,1.00,,,,,,,False
A3,28.6842,2.5299,1.50,0.00,,,,,,,False
A3,28.6842,2.5299,1.50,1.00,,,,,,,False
A3,28.6842,2.5299,2.00,0.00,,,,,,,False
A3,28.6842,2.5299,2.00,1.00,,,,,,,False
A3,28.6842,2.5299,2.50,0.00,,,,,,,False
A3,28.6842,2.5299,2.50,1.00,,,,,,,False
A3,28.6842,2.5299,3.00,0.00,,,,,,,False
A3,28.6842,2.5299,3.00,1.00,,,,,,,False
A3,28.6842,2.5299,3.50,0.00,,,,,,,False
A3,28.6842,2.5299,3.50,1.00,0.0103,,,,,,False
A3,28.6842,2.5299,4.00,0.00,,,,,,,False
A3,28.6842,2.5299,4.00,1.00,0.0118,,,,,,False
A3,28.6842,2.5299,4.50,0.00,,,,,,,False
A3,28.6842,2.5299,4.50,1.00,0.0133,,,,,,False
A3,28.6842,2.5299,5.00,0.00,,,,,,,False
A3,28.6842,2.5299,5.00,1.00,0.0149,,,,,,False
A3,31.0526,2.7388,0.50,0.00,,,,,,,False
A3,31.0526,2.7388,0.50,1.00,,,,,,,False
A3,31.0526,2.7388,1.00,0.00,,,,,,,False
A3,31.0526,2.7388,1.00,1.00,,,,,,,False
A3,31.0526,2.7388,1.50,0.00,,,,,,,False
A3,31.0526,2.7388,1.50,1.00,,,,,,,False
A3,31.0526,2.7388,2.00,0.00,,,,,,,False
A3,31.0526,2.7388,2.00,1.00,,,,,,,False
A3,31.0526,2.7388,2.50,0.00,,,,,,,False
A3,31.0526,2.7388,2.50,1.00,,,,,,,False
A3,31.0526,2.7388,3.00,0.00,,,,,,,False
A3,31.0526,2.7388,3.00,1.00,,,,,,,False
A3,31.0526,2.7388,3.50,0.00,,,,,,,False
A3,31.0526,2.7388,3.50,1.00,,,,,,,False
A3,31.0526,2.7388,4.00,0.00,,,,,,,False
A3,31.0526,2.7388,4.00,1.00,0.0109,,,,,,False
A3,31.0526,2.7388,4.50,0.00,,,,,,,False
A3,31.0526,2.7388,4.50,1.00,0.0123,,,,,,False
A3,31.0526,2.7388,5.00,0.00,,,,,,,False
A3,31.0526,2.7388,5.00,1.00,0.0137,,,,,,False
A3,33.4211,2.9477,0.50,0.00,,,,,,,False
A3,33.4211,2.9477,0.50,1.00,,,,,,,False
A3,33.4211,2.9477,1.00,0.00,,,,,,,False
A3,33.4211,2.9477,1.00,1.00,,,,,,,False
A3,33.4211,2.9477,1.50,0.00,,,,,,,False
A3,33.4211,2.9477,1.50,1.00,,,,,,,False
A3,33.4211,2.9477,2.00,0.00,,,,,,,False
A3,33.4211,2.9477,2.00,1.00,,,,,,,False
A3,33.4211,2.9477,2.50,0.00,,,,,,,False
A3,33.4211,2.9477,2.50,1.00,,,,,,,False
A3,33.4211,2.9477,3.00,0.00,,,,,,,False
A3,33.4211,2.9477,3.00,1.00,,,,,,,False
A3,33.4211,2.9477,3.50,0.00,,,,,,,False
A3,33.4211,2.9477,3.50,1.00,,,,,,,False
A3,33.4211,2.9477,4.00,0.00,,,,,,,False
A3,33.4211,2.9477,4.00,1.00,0.0101,,,,,,False
A3,33.4211,2.9477,4.50,0.00,,,,,,,False
A3,33.4211,2.9477,4.50,1.00,0.0114,,,,,,False
A3,33.4211,2.9477,5.00,0.00,,,,,,,False
A3,33.4211,2.9477,5.00,1.00,0.0127,,,,,,False
A3,35.7895,3.1566,0.50,0.00,,,,,,,False
A3,35.7895,3.1566,0.50,1.00,,,,,,,False
A3,35.7895,3.1566,1.00,0.00,,,,,,,False
A3,35.7895,3.1566,1.00,1.00,,,,,,,False
A3,35.7895,3.1566,1.50,0.00,,,,,,,False
A3,35.7895,3.1566,1.50,1.00,,,,,,,False
A3,35.7895,3.1566,2.00,0.00,,,,,,,False
A3,35.7895,3.1566,2.00,1.00,,,,,,,False
A3,35.7895,3.1566,2.50,0.00,,,,,,,False
A3,35.7895,3.1566,2.50,1.00,,,,,,,False
A3,35.7895,3.1566,3.00,0.00,,,,,,,False
A3,35.7895,3.1566,3.00,1.00,,,,,,,False
A3,35.7895,3.1566,3.50,0.00,,,,,,,False
A3,35.7895,3.1566,3.50,1.00,,,,,,,False
A3,35.7895,3.1566,4.00,0.00,,,,,,,False
A3,35.7895,3.1566,4.00,1.00,,,,,,,False
A3,35.7895,3.1566,4.50,0.00,,,,,,,False
A3,35.7895,3.1566,4.50,1.00,0.0106,,,,,,False
A3,35.7895,3.1566,5.00,0.00,,,,,,,False
A3,35.7895,3.1566,5.00,1.00,0.0118,,,,,,False
A3,38.1579,3.3655,0.50,0.00,,,,,,,False
A3,38.1579,3.3655,0.50,1.00,,,,,,,False
A3,38.1579,3.3655,1.00,0.00,,,,,,,False
A3,38.1579,3.3655,1.00,1.00,,,,,,,False
A3,38.1579,3.3655,1.50,0.00,,,,,,,False
A3,38.1579,3.3655,1.50,1.00,,,,,,,False
A3,38.1579,3.3655,2.00,0.00,,,,,,,False
A3,38.1579,3.3655,2.00,1.00,,,,,,,False
A3,38.1579,3.3655,2.50,0.00,,,,,,,False
A3,38.1579,3.3655,2.50,1.00,,,,,,,False
A3,38.1579,3.3655,3.00,0.00,,,,,,,False
A3,38.1579,3.3655,3.00,1.00,,,,,,,False
A3,38.1579,3.3655,3.50,0.00,,,,,,,False
A3,38.1579,3.3655,3.50,1.00,,,,,,,False
A3,38.1579,3.3655,4.00,0.00,,,,,,,False
A3,38.1579,3.3655,4.00,1.00,,,,,,,False
A3,38.1579,3.3655,4.50,0.00,,,,,,,False
A3,38.1579,3.3655,4.50,1.00,,,,,,,False
A3,38.1579,3.3655,5.00,0.00,,,,,,,False
A3,38.1579,3.3655,5.00,1.00,0.0111,,,,,,False
A3,40.5263,3.5744,0.50,0.00,,,,,,,False
A3,40.5263,3.5744,0.50,1.00,,,,,,,False
A3,40.5263,3.5744,1.00,0.00,,,,,,,False
A3,40.5263,3.5744,1.00,1.00,,,,,,,False
A3,40.5263,3.5744,1.50,0.00,,,,,,,False
A3,40.5263,3.5744,1.50,1.00,,,,,,,False
A3,40.5263,3.5744,2.00,0.00,,,,,,,False
A3,40.5263,3.5744,2.00,1.00,,,,,,,False
A3,40.5263,3.5744,2.50,0.00,,,,,,,False
A3,40.5263,3.5744,2.50,1.00,,,,,,,False
A3,40.5263,3.5744,3.00,0.00,,,,,,,False
A3,40.5263,3.5744,3.00,1.00,,,,,,,False
A3,40.5263,3.5744,3.50,0.00,,,,,,,False
A3,40.5263,3.5744,3.50,1.00,,,,,,,False
A3,40.5263,3.5744,4.00,0.00,,,,,,,False
A3,40.5263,3.5744,4.00,1.00,,,,,,,False
A3,40.5263,3.5744,4.50,0.00,,,,,,,False
A3,40.5263,3.5744,4.50,1.00,,,,,,,False
A3,40.5263,3.5744,5.00,0.00,,,,,,,False
A3,40.5263,3.5744,5.00,1.00,0.0104,,,,,,False
A3,42.8947,3.7833,0.50,0.00,,,,,,,False
A3,42.8947,3.7833,0.50,1.00,,,,,,,False
A3,42.8947,3.7833,1.00,0.00,,,,,,,False
A3,42.8947,3.7833,1.00,1.00,,,,,,,False
A3,42.8947,3.7833,1.50,0.00,,,,,,,False
A3,42.8947,3.7833,1.50,1.00,,,,,,,False
A3,42.8947,3.7833,2.00,0.00,,,,,,,False
A3,42.8947,3.7833,2.00,1.00,,,,,,,False
A3,42.8947,3.7833,2.50,0.00,,,,,,,False
A3,42.8947,3.7833,2.50,1.00,,,,,,,False
A3,42.8947,3.7833,3.00,0.00,,,,,,,False
A3,42.8947,3.7833,3.00,1.00,,,,,,,False
A3,42.8947,3.7833,3.50,0.00,,,,,,,False
A3,42.8947,3.7833,3.50,1.00,,,,,,,False
A3,42.8947,3.7833,4.00,0.00,,,,,,,False
A3,42.8947,3.7833,4.00,1.00,,,,,,,False
A3,42.8947,3.7833,4.50,0.00,,,,,,,False
A3,42.8947,3.7833,4.50,1.00,,,,,,,False
A3,42.8947,3.7833,5.00,0.00,,,,,,,False
A3,42.8947,3.7833,5.00,1.00,,,,,,,False
A3,45.2632,3.9922,0.50,0.00,,,,,,,False
A3,45.2632,3.9922,0.50,1.00,,,,,,,False
A3,45.2632,3.9922,1.00,0.00,,,,,,,False
A3,45.2632,3.9922,1.00,1.00,,,,,,,False
A3,45.2632,3.9922,1.50,0.00,,,,,,,False
A3,45.2632,3.9922,1.50,1.00,,,,,,,False
A3,45.2632,3.9922,2.00,0.00,,,,,,,False
A3,45.2632,3.9922,2.00,1.00,,,,,,,False
A3,45.2632,3.9922,2.50,0.00,,,,,,,False
A3,45.2632,3.9922,2.50,1.00,,,,,,,False
A3,45.2632,3.9922,3.00,0.00,,,,,,,False
A3,45.2632,3.9922,3.00,1.00,,,,,,,False
A3,45.2632,3.9922,3.50,0.00,,,,,,,False
A3,45.2632,3.9922,3.50,1.00,,,,,,,False
A3,45.2632,3.9922,4.00,0.00,,,,,,,False
A3,45.2632,3.9922,4.00,1.00,,,,,,,False
A3,45.2632,3.9922,4.50,0.00,,,,,,,False
A3,45.2632,3.9922,4.50,1.00,,,,,,,False
A3,45.2632,3.9922,5.00,0.00,,,,,,,False
A3,45.2632,3.9922,5.00,1.00,,,,,,,False
A3,47.6316,4.2011,0.50,0.00,,,,,,,False
A3,47.6316,4.2011,0.50,1.00,,,,,,,False
A3,47.6316,4.2011,1.00,0.00,,,,,,,False
A3,47.6316,4.2011,1.00,1.00,,,,,,,False
A3,47.6316,4.2011,1.50,0.00,,,,,,,False
A3,47.6316,4.2011,1.50,1.00,,,,,,,False
A3,47.6316,4.2011,2.00,0.00,,,,,,,False
A3,47.6316,4.2011,2.00,1.00,,,,,,,False
A3,47.6316,4.2011,2.50,0.00,,,,,,,False
A3,47.6316,4.2011,2.50,1.00,,,,,,,False
A3,47.6316,4.2011,3.00,0.00,,,,,,,False
A3,47.6316,4.2011,3.00,1.00,,,,,,,False
A3,47.6316,4.2011,3.50,0.00,,,,,,,False
A3,47.6316,4.2011,3.50,1.00,,,,,,,False
A3,47.6316,4.2011,4.00,0.00,,,,,,,False
A3,47.6316,4.2011,4.00,1.00,,,,,,,False
A3,47.6316,4.2011,4.50,0.00,,,,,,,False
A3,47.6316,4.2011,4.50,1.00,,,,,,,False
A3,47.6316,4.2011,5.00,0.00,,,,,,,False
A3,47.6316,4.2011,5.00,1.00,,,,,,,False
A3,50.0000,4.4100,0.50,0.00,,,,,,,False
A3,50.0000,4.4100,0.50,1.00,,,,,,,False
A3,50.0000,4.4100,1.00,0.00,,,,,,,False
A3,50.0000,4.4100,1.00,1.00,,,,,,,False
A3,50.0000,4.4100,1.50,0.00,,,,,,,False
A3,50.0000,4.4100,1.50,1.00,,,,,,,False
A3,50.0000,4.4100,2.00,0.00,,,,,,,False
A3,50.0000,4.4100,2.00,1.00,,,,,,,False
A3,50.0000,4.4100,2.50,0.00,,,,,,,False
A3,50.0000,4.4100,2.50,1.00,,,,,,,False
A3,50.0000,4.4100,3.00,0.00,,,,,,,False
A3,50.0000,4.4100,3.00,1.00,,,,,,,False
A3,50.0000,4.4100,3.50,0.00,,,,,,,False
A3,50.0000,4.4100,3.50,1.00,,,,,,,False
A3,50.0000,4.4100,4.00,0.00,,,,,,,False
A3,50.0000,4.4100,4.00,1.00,,,,,,,False
A3,50.0000,4.4100,4.50,0.00,,,,,,,False
A3,50.0000,4.4100,4.50,1.00,,,,,,,False
A3,50.0000,4.4100,5.00,0.00,,,,,,,False
A3,50.0000,4.4100,5.00,1.00,,,,,,,False
